N;time
7000;794
7000;722
7000;722
7000;723
7000;723
7000;720
7000;716
7000;720
7000;718
7000;771
7000;762
7000;742
7000;737
7000;738
7000;745
7000;750
7000;736
7000;737
7000;803
7000;743
7000;775
7000;767
7000;820
7000;805
7000;803
7000;813
7000;773
7000;737
7000;733
7000;761
7000;784
7000;797
7000;749
7000;744
7000;809
7000;757
7000;727
7000;734
7000;784
7000;796
7000;797
7000;800
7000;778
7000;734
7000;728
7000;725
7000;725
7000;736
7000;780
7000;737
7000;735
7000;766
7000;811
7000;815
7000;815
7000;809
7000;797
7000;783
7000;725
7000;748
7000;739
8000;745
8000;739
8000;798
8000;758
8000;763
8000;747
8000;738
8000;737
8000;751
8000;764
8000;760
8000;761
8000;762
8000;759
8000;756
8000;784
8000;775
8000;794
8000;759
8000;737
8000;738
8000;731
8000;862
8000;786
8000;750
8000;754
8000;813
8000;827
8000;795
8000;819
8000;759
8000;786
8000;743
8000;776
8000;756
8000;757
8000;755
8000;763
8000;774
8000;810
8000;782
8000;753
8000;804
8000;734
8000;732
8000;731
8000;731
8000;730
8000;732
8000;730
8000;751
8000;804
8000;783
8000;766
8000;819
8000;802
8000;764
8000;745
8000;767
8000;767
8000;763
8000;747
8000;800
8000;793
8000;790
8000;768
8000;769
8000;751
8000;755
8000;775
8000;729
8000;756
8000;821
8000;814
8000;810
8000;802
8000;812
8000;882
8000;777
8000;756
8000;749
8000;746
8000;733
8000;743
8000;783
8000;778
8000;751
8000;768
8000;780
8000;734
8000;732
8000;731
8000;760
8000;820
8000;801
8000;773
8000;796
8000;844
8000;772
8000;761
9000;789
9000;766
9000;757
9000;762
9000;754
9000;796
9000;846
9000;823
9000;848
9000;825
9000;783
9000;800
9000;785
9000;768
9000;767
9000;765
9000;759
9000;753
9000;780
9000;797
9000;848
9000;784
9000;762
9000;769
9000;817
9000;823
9000;786
9000;768
9000;827
9000;792
9000;755
9000;792
9000;815
9000;776
9000;769
9000;765
9000;787
9000;817
9000;824
9000;825
9000;826
9000;785
9000;764
9000;842
9000;789
9000;817
9000;831
9000;837
9000;826
9000;820
9000;860
9000;845
9000;799
