N;time
7000;601
7000;600
7000;603
7000;602
7000;601
7000;601
7000;602
7000;601
7000;600
7000;600
7000;600
7000;606
7000;649
7000;665
7000;641
7000;637
7000;632
7000;599
7000;599
7000;600
7000;601
7000;598
7000;599
7000;604
7000;599
7000;601
7000;600
7000;601
7000;602
7000;599
7000;600
7000;601
7000;629
7000;636
7000;635
7000;636
7000;627
7000;639
7000;638
7000;637
7000;641
7000;640
7000;637
7000;637
7000;636
7000;636
7000;643
7000;616
7000;611
7000;630
7000;609
7000;604
7000;621
7000;640
7000;650
7000;606
7000;605
7000;618
7000;616
7000;646
7000;640
8000;625
8000;640
8000;640
8000;619
8000;636
8000;637
8000;636
8000;636
8000;636
8000;637
8000;645
8000;646
8000;657
8000;644
8000;638
8000;640
8000;644
8000;645
8000;643
8000;648
8000;653
8000;653
8000;641
8000;624
8000;628
8000;657
8000;660
8000;663
8000;610
8000;640
8000;672
8000;633
8000;611
8000;633
8000;637
8000;633
8000;622
8000;657
8000;648
8000;655
8000;662
8000;641
8000;641
8000;644
8000;640
8000;626
8000;656
8000;639
8000;627
8000;659
8000;664
8000;656
8000;643
8000;643
8000;623
8000;648
8000;710
8000;637
8000;623
8000;639
8000;650
8000;650
8000;619
8000;634
8000;646
8000;643
8000;623
8000;643
8000;648
8000;640
8000;624
8000;603
8000;601
8000;605
8000;630
8000;601
8000;600
8000;601
8000;602
8000;600
8000;601
8000;601
8000;603
8000;603
8000;603
8000;607
8000;604
8000;601
8000;601
8000;600
8000;601
8000;601
8000;600
8000;601
8000;600
8000;601
8000;601
8000;601
8000;601
8000;599
9000;633
9000;633
9000;634
9000;633
9000;632
9000;633
9000;633
9000;632
9000;633
9000;633
9000;634
9000;633
9000;632
9000;632
9000;633
9000;633
9000;633
9000;631
9000;633
9000;633
9000;632
9000;633
9000;633
9000;632
9000;633
9000;633
9000;632
9000;633
9000;635
9000;633
9000;633
9000;632
9000;632
9000;632
9000;632
9000;633
9000;633
9000;634
9000;633
9000;632
9000;632
9000;632
9000;632
9000;633
9000;633
9000;634
9000;633
9000;632
9000;633
9000;633
9000;632
9000;633
9000;634
9000;636
9000;632
9000;635
9000;648
9000;690
9000;698
9000;689
9000;722
9000;717
9000;832
9000;662
9000;647
9000;634
9000;688
9000;678
9000;721
9000;725
9000;669
9000;677
9000;694
9000;673
9000;683
9000;674
9000;678
9000;662
9000;680
9000;679
9000;679
9000;685
9000;641
9000;633
9000;645
9000;636
9000;658
9000;668
9000;701
9000;677
9000;690
9000;694
9000;675
9000;671
9000;660
9000;660
9000;681
9000;676
9000;676
9000;680
10000;678
10000;680
10000;679
10000;679
10000;679
10000;678
10000;678
10000;677
10000;653
10000;632
10000;632
10000;632
10000;633
10000;632
10000;644
10000;632
10000;633
10000;644
10000;694
10000;689
10000;674
10000;652
10000;647
10000;667
10000;673
10000;656
10000;633
10000;670
10000;676
10000;673
10000;699
10000;667
10000;667
10000;658
10000;652
10000;651
10000;739
10000;666
10000;662
10000;667
10000;651
10000;645
10000;636
10000;637
10000;637
10000;651
10000;638
10000;673
10000;680
10000;667
10000;701
10000;698
10000;678
10000;666
10000;670
10000;673
10000;657
10000;679
10000;681
10000;681
10000;677
10000;655
10000;637
10000;635
10000;636
10000;636
10000;658
10000;683
10000;671
10000;672
10000;682
10000;682
10000;660
10000;634
10000;634
10000;634
10000;671
10000;637
10000;636
10000;637
10000;637
10000;635
10000;636
10000;638
10000;634
10000;636
10000;635
10000;636
10000;636
10000;636
10000;634
10000;637
10000;636
10000;637
10000;637
10000;637
10000;637
10000;637
10000;636
10000;637
