N;time
1000;21
1000;21
1000;21
1000;22
1000;22
1000;23
1000;22
1000;22
1000;23
1000;22
1000;22
1000;22
1000;22
1000;22
1000;23
1000;24
1000;23
1000;23
1000;23
1000;22
1000;23
1000;23
1000;22
1000;21
1000;22
1000;28
1000;22
1000;23
1000;23
1000;23
1000;23
1000;23
1000;23
1000;22
1000;23
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
2000;42
2000;42
2000;41
2000;41
2000;41
2000;44
2000;43
2000;45
2000;43
2000;42
2000;42
2000;42
2000;41
2000;41
2000;41
2000;41
2000;41
2000;41
2000;41
2000;42
2000;42
2000;42
2000;41
2000;41
2000;42
2000;41
2000;42
2000;45
2000;41
2000;41
2000;43
2000;41
2000;41
2000;43
2000;41
2000;41
2000;41
2000;41
2000;41
2000;41
2000;42
2000;43
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;45
2000;45
2000;45
2000;45
2000;45
2000;45
2000;45
2000;45
2000;45
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;44
2000;47
2000;43
2000;42
2000;42
2000;41
2000;49
2000;43
2000;42
2000;42
2000;40
2000;40
2000;40
2000;42
2000;41
2000;41
2000;41
2000;41
2000;41
2000;42
2000;42
2000;43
2000;41
2000;41
2000;41
3000;64
3000;63
3000;63
3000;63
3000;63
3000;63
3000;64
3000;63
3000;64
3000;62
3000;62
3000;61
3000;62
3000;63
3000;63
3000;63
3000;67
3000;68
3000;66
3000;65
3000;64
3000;64
3000;64
3000;64
3000;64
3000;62
3000;63
3000;70
3000;69
3000;68
3000;68
3000;68
3000;68
3000;67
3000;67
3000;67
3000;68
3000;68
3000;68
3000;68
3000;64
3000;62
3000;62
3000;63
3000;63
3000;62
3000;62
3000;63
3000;63
3000;62
3000;63
3000;62
3000;62
3000;62
3000;62
3000;62
3000;61
3000;61
3000;61
3000;62
3000;61
3000;60
3000;61
3000;68
3000;63
3000;64
3000;62
3000;63
3000;66
3000;63
3000;63
3000;62
3000;63
3000;61
3000;62
3000;61
3000;61
3000;62
3000;61
3000;72
3000;75
3000;64
3000;66
3000;68
3000;66
3000;63
3000;65
3000;64
3000;63
3000;63
3000;63
3000;63
3000;62
3000;63
3000;64
3000;63
3000;66
3000;71
3000;64
3000;64
4000;86
4000;85
4000;83
4000;85
4000;84
4000;83
4000;83
4000;83
4000;83
4000;83
4000;82
4000;83
4000;83
4000;82
4000;82
4000;81
4000;81
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;83
4000;83
4000;82
4000;85
4000;84
4000;82
4000;86
4000;87
4000;88
4000;92
4000;90
4000;85
4000;84
4000;86
4000;85
4000;85
4000;86
4000;86
4000;86
4000;85
4000;85
4000;85
4000;86
4000;89
4000;87
4000;87
4000;88
4000;87
4000;87
4000;87
4000;88
4000;88
4000;86
4000;87
4000;87
4000;87
4000;87
4000;86
4000;86
4000;88
4000;87
4000;87
4000;87
4000;92
4000;93
4000;93
4000;93
4000;87
4000;87
4000;86
4000;86
4000;87
4000;84
4000;85
4000;84
4000;85
4000;86
4000;85
4000;86
4000;85
4000;84
4000;85
4000;84
4000;83
4000;82
4000;82
4000;83
4000;82
4000;83
4000;83
4000;82
4000;82
4000;82
4000;82
5000;111
5000;107
5000;104
5000;102
5000;104
5000;101
5000;102
5000;102
5000;102
5000;102
5000;101
5000;102
5000;101
5000;102
5000;101
5000;102
5000;101
5000;102
5000;102
5000;101
5000;102
5000;101
5000;102
5000;101
5000;101
5000;101
5000;102
5000;102
5000;102
5000;102
5000;106
5000;109
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;110
5000;109
5000;110
5000;109
5000;109
5000;110
5000;110
5000;110
5000;110
5000;109
5000;109
5000;109
5000;110
5000;110
5000;109
5000;110
5000;110
5000;109
5000;109
5000;109
5000;109
5000;109
5000;112
5000;102
5000;102
5000;101
5000;101
5000;100
5000;102
5000;101
5000;101
5000;101
5000;102
5000;100
5000;102
5000;100
5000;100
5000;101
5000;102
5000;102
5000;101
5000;102
5000;102
5000;101
5000;101
5000;101
5000;100
5000;102
5000;101
6000;122
6000;120
6000;121
6000;121
6000;122
6000;123
6000;131
6000;132
6000;131
6000;131
6000;131
6000;131
6000;132
6000;131
6000;131
6000;131
6000;132
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;133
6000;121
6000;122
6000;121
6000;122
6000;130
6000;131
6000;131
6000;131
6000;130
6000;134
6000;131
6000;132
6000;132
6000;132
6000;132
6000;132
6000;132
6000;132
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;126
6000;130
6000;131
6000;131
6000;131
6000;131
6000;131
6000;131
6000;130
6000;130
6000;130
6000;131
6000;131
6000;130
6000;130
6000;130
6000;130
6000;131
6000;130
6000;131
6000;130
6000;130
7000;142
7000;140
7000;139
7000;140
7000;143
7000;144
7000;145
7000;142
7000;141
7000;141
7000;141
7000;143
7000;141
7000;143
7000;141
7000;143
7000;140
7000;142
7000;141
7000;142
7000;143
7000;140
7000;143
7000;141
7000;142
7000;141
7000;141
7000;140
7000;140
7000;141
7000;141
7000;140
7000;143
7000;140
7000;143
7000;141
7000;143
7000;142
7000;150
7000;152
7000;152
7000;152
7000;152
7000;152
7000;152
7000;152
7000;151
7000;152
7000;152
7000;152
7000;152
7000;152
7000;152
7000;152
7000;152
7000;151
7000;152
7000;152
7000;152
7000;151
7000;152
7000;151
7000;151
7000;152
7000;152
7000;152
7000;152
7000;151
7000;151
7000;151
7000;151
7000;151
7000;151
7000;147
7000;141
7000;141
7000;141
7000;142
7000;142
7000;142
7000;150
7000;151
7000;151
7000;152
7000;152
7000;151
7000;152
7000;152
7000;152
7000;152
7000;152
7000;151
7000;152
7000;152
7000;151
7000;154
7000;153
7000;153
7000;153
7000;153
8000;163
8000;160
8000;163
8000;162
8000;163
8000;160
8000;161
8000;160
8000;159
8000;162
8000;161
8000;159
8000;161
8000;161
8000;161
8000;162
8000;162
8000;161
8000;165
8000;173
8000;167
8000;166
8000;165
8000;164
8000;164
8000;163
8000;161
8000;159
8000;163
8000;188
8000;192
8000;170
8000;164
8000;169
8000;168
8000;165
8000;167
8000;166
8000;168
8000;165
8000;164
8000;170
8000;166
8000;164
8000;163
8000;161
8000;161
8000;159
8000;161
8000;161
8000;164
8000;164
8000;163
8000;163
8000;164
8000;171
8000;164
8000;163
8000;188
8000;171
8000;170
8000;165
8000;170
8000;166
8000;164
8000;166
8000;182
8000;185
8000;181
8000;180
8000;169
8000;167
8000;168
8000;166
8000;164
8000;163
8000;164
8000;168
8000;170
8000;165
8000;165
8000;164
8000;163
8000;165
8000;163
8000;165
8000;165
8000;167
8000;176
8000;177
8000;191
8000;170
8000;182
8000;184
8000;182
8000;181
8000;171
8000;177
8000;180
8000;179
9000;186
9000;195
9000;207
9000;201
9000;192
9000;187
9000;190
9000;191
9000;188
9000;196
9000;201
9000;200
9000;199
9000;201
9000;206
9000;207
9000;200
9000;209
9000;206
9000;188
9000;193
9000;188
9000;186
9000;186
9000;185
9000;185
9000;187
9000;189
9000;189
9000;189
9000;185
9000;202
9000;205
9000;214
9000;198
9000;196
9000;209
9000;211
9000;209
9000;205
9000;204
9000;198
9000;185
9000;184
9000;187
9000;195
9000;195
9000;200
9000;195
9000;189
9000;190
9000;190
9000;203
9000;209
9000;208
9000;212
9000;205
9000;210
9000;224
9000;191
9000;189
9000;193
9000;188
9000;191
9000;194
9000;193
9000;191
9000;190
9000;189
9000;190
9000;189
9000;188
9000;189
9000;191
9000;191
9000;208
9000;220
9000;225
9000;189
9000;208
9000;207
9000;192
9000;187
9000;187
9000;188
9000;188
9000;188
9000;189
9000;196
9000;215
9000;199
9000;200
9000;198
9000;215
9000;209
9000;213
9000;225
9000;198
9000;195
9000;188
10000;214
10000;223
10000;209
10000;208
10000;209
10000;210
10000;210
10000;208
10000;207
10000;207
10000;206
10000;206
10000;209
10000;207
10000;208
10000;206
10000;209
10000;208
10000;207
10000;208
10000;209
10000;206
10000;205
10000;205
10000;205
10000;204
10000;206
10000;205
10000;205
10000;204
10000;205
10000;204
10000;205
10000;206
10000;203
10000;203
10000;204
10000;204
10000;204
10000;204
10000;203
10000;204
10000;204
10000;204
10000;204
10000;203
10000;204
10000;204
10000;203
10000;204
10000;207
10000;205
10000;204
10000;206
10000;204
10000;204
10000;206
10000;207
10000;205
10000;205
10000;204
10000;203
10000;205
10000;206
10000;204
10000;204
10000;204
10000;206
10000;217
10000;207
10000;205
10000;205
10000;204
10000;205
10000;206
10000;206
10000;205
10000;205
10000;204
10000;210
10000;205
10000;205
10000;205
10000;205
10000;204
10000;205
10000;204
10000;204
10000;203
10000;204
10000;215
10000;205
10000;207
10000;217
10000;229
10000;223
10000;226
10000;229
10000;224
10000;224
