N;time
1000;21
1000;23
1000;22
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;22
1000;21
1000;21
1000;21
1000;21
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;23
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;21
1000;22
1000;22
1000;22
1000;22
1000;25
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;21
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;21
1000;25
1000;21
1000;21
1000;21
1000;21
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
1000;22
2000;42
2000;41
2000;41
2000;41
2000;42
2000;43
2000;43
2000;43
2000;43
2000;43
2000;43
2000;43
2000;43
2000;43
2000;43
2000;44
2000;43
2000;43
2000;42
2000;42
2000;42
2000;42
2000;42
2000;42
2000;42
2000;43
2000;42
2000;42
2000;42
2000;42
2000;49
2000;46
2000;42
2000;42
2000;41
2000;41
2000;41
2000;41
2000;41
2000;51
2000;44
2000;42
2000;42
2000;41
2000;40
2000;40
2000;43
2000;42
2000;41
2000;41
2000;41
2000;45
2000;44
2000;43
2000;42
2000;42
2000;42
2000;41
2000;41
2000;41
2000;41
2000;41
2000;40
2000;40
2000;40
2000;40
2000;41
2000;41
2000;41
2000;41
2000;41
2000;42
2000;41
2000;41
2000;40
2000;40
2000;40
2000;40
2000;40
2000;40
2000;41
2000;43
2000;41
2000;42
2000;43
2000;42
2000;42
2000;42
2000;41
2000;41
2000;41
2000;42
2000;41
2000;42
2000;42
2000;42
2000;43
2000;41
2000;41
2000;41
3000;62
3000;62
3000;63
3000;61
3000;62
3000;61
3000;61
3000;71
3000;69
3000;63
3000;64
3000;66
3000;65
3000;63
3000;62
3000;62
3000;62
3000;62
3000;64
3000;65
3000;63
3000;63
3000;62
3000;67
3000;62
3000;62
3000;61
3000;61
3000;62
3000;62
3000;61
3000;62
3000;62
3000;61
3000;63
3000;61
3000;62
3000;62
3000;62
3000;65
3000;63
3000;62
3000;61
3000;61
3000;61
3000;61
3000;61
3000;61
3000;61
3000;61
3000;61
3000;62
3000;61
3000;61
3000;61
3000;61
3000;61
3000;61
3000;60
3000;63
3000;61
3000;61
3000;64
3000;71
3000;64
3000;64
3000;63
3000;63
3000;62
3000;63
3000;63
3000;64
3000;64
3000;62
3000;63
3000;62
3000;63
3000;63
3000;64
3000;63
3000;62
3000;63
3000;62
3000;63
3000;62
3000;63
3000;64
3000;63
3000;63
3000;65
3000;64
3000;63
3000;63
3000;63
3000;62
3000;63
3000;64
3000;64
3000;63
3000;64
4000;87
4000;88
4000;90
4000;89
4000;91
4000;91
4000;94
4000;94
4000;92
4000;88
4000;84
4000;85
4000;104
4000;87
4000;85
4000;85
4000;84
4000;88
4000;84
4000;85
4000;87
4000;90
4000;91
4000;91
4000;93
4000;88
4000;87
4000;85
4000;85
4000;85
4000;93
4000;85
4000;85
4000;84
4000;84
4000;83
4000;87
4000;88
4000;89
4000;91
4000;90
4000;88
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;81
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;81
4000;82
4000;81
4000;82
4000;81
4000;83
4000;81
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;89
4000;83
4000;82
4000;82
4000;81
4000;81
4000;82
4000;82
4000;81
4000;81
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;81
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
4000;82
5000;103
5000;102
5000;101
5000;102
5000;101
5000;108
5000;105
5000;102
5000;102
5000;104
5000;102
5000;102
5000;103
5000;102
5000;113
5000;105
5000;104
5000;103
5000;103
5000;102
5000;102
5000;104
5000;102
5000;102
5000;102
5000;102
5000;101
5000;105
5000;104
5000;102
5000;103
5000;103
5000;102
5000;102
5000;102
5000;103
5000;102
5000;112
5000;104
5000;102
5000;102
5000;105
5000;106
5000;106
5000;110
5000;106
5000;105
5000;106
5000;105
5000;105
5000;105
5000;105
5000;105
5000;106
5000;106
5000;105
5000;105
5000;105
5000;105
5000;105
5000;105
5000;106
5000;105
5000;104
5000;106
5000;105
5000;106
5000;107
5000;106
5000;104
5000;105
5000;108
5000;111
5000;112
5000;111
5000;112
5000;110
5000;112
5000;113
5000;104
5000;104
5000;102
5000;103
5000;102
5000;103
5000;104
5000;103
5000;103
5000;103
5000;108
5000;106
5000;107
5000;116
5000;122
5000;116
5000;114
5000;113
5000;112
5000;116
5000;116
6000;126
6000;125
6000;124
6000;123
6000;147
6000;122
6000;124
6000;133
6000;134
6000;137
6000;135
6000;133
6000;138
6000;135
6000;134
6000;135
6000;134
6000;135
6000;135
6000;131
6000;122
6000;123
6000;124
6000;122
6000;126
6000;123
6000;127
6000;134
6000;138
6000;138
6000;141
6000;123
6000;126
6000;128
6000;124
6000;132
6000;128
6000;126
6000;141
6000;136
6000;142
6000;143
6000;141
6000;141
6000;143
6000;136
6000;126
6000;129
6000;131
6000;132
6000;145
6000;126
6000;124
6000;123
6000;126
6000;124
6000;126
6000;124
6000;124
6000;124
6000;131
6000;128
6000;134
6000;141
6000;137
6000;130
6000;124
6000;123
6000;122
6000;122
6000;122
6000;121
6000;123
6000;125
6000;137
6000;127
6000;127
6000;128
6000;130
6000;135
6000;128
6000;128
6000;127
6000;126
6000;124
6000;123
6000;123
6000;123
6000;125
6000;126
6000;127
6000;126
6000;125
6000;125
6000;125
6000;126
6000;125
6000;125
6000;124
6000;122
7000;144
7000;145
7000;154
7000;151
7000;143
7000;142
7000;143
7000;143
7000;145
7000;146
7000;146
7000;143
7000;143
7000;143
7000;144
7000;145
7000;159
7000;149
7000;150
7000;147
7000;146
7000;144
7000;143
7000;143
7000;162
7000;153
7000;166
7000;163
7000;163
7000;159
7000;160
7000;147
7000;147
7000;148
7000;148
7000;146
7000;156
7000;149
7000;146
7000;144
7000;144
7000;143
7000;143
7000;143
7000;143
7000;143
7000;143
7000;144
7000;143
7000;143
7000;142
7000;145
7000;144
7000;143
7000;143
7000;143
7000;143
7000;143
7000;144
7000;144
7000;151
7000;149
7000;146
7000;146
7000;144
7000;147
7000;146
7000;146
7000;144
7000;148
7000;147
7000;146
7000;146
7000;142
7000;143
7000;142
7000;143
7000;143
7000;143
7000;142
7000;143
7000;143
7000;142
7000;143
7000;143
7000;142
7000;142
7000;142
7000;143
7000;141
7000;142
7000;142
7000;143
7000;144
7000;152
7000;156
7000;146
7000;143
7000;143
7000;143
8000;167
8000;162
8000;162
8000;163
8000;163
8000;163
8000;163
8000;165
8000;163
8000;163
8000;162
8000;164
8000;163
8000;163
8000;162
8000;164
8000;163
8000;162
8000;163
8000;162
8000;163
8000;163
8000;162
8000;163
8000;162
8000;163
8000;161
8000;163
8000;161
8000;162
8000;163
8000;163
8000;163
8000;161
8000;161
8000;161
8000;163
8000;162
8000;161
8000;161
8000;161
8000;163
8000;161
8000;162
8000;162
8000;161
8000;163
8000;161
8000;162
8000;162
8000;161
8000;163
8000;160
8000;162
8000;161
8000;163
8000;163
8000;168
8000;160
8000;167
8000;170
8000;169
8000;168
8000;165
8000;165
8000;163
8000;174
8000;173
8000;167
8000;171
8000;163
8000;165
8000;165
8000;164
8000;164
8000;164
8000;165
8000;165
8000;168
8000;166
8000;166
8000;168
8000;175
8000;166
8000;168
8000;166
8000;166
8000;166
8000;165
8000;166
8000;164
8000;166
