N;time
70000;75
70000;72
70000;72
70000;71
70000;73
70000;71
70000;73
70000;71
70000;72
70000;70
70000;70
70000;72
70000;71
70000;70
70000;73
70000;72
70000;69
70000;71
70000;72
70000;72
70000;71
70000;72
70000;70
70000;71
70000;70
70000;73
70000;72
70000;73
70000;74
70000;72
70000;72
70000;75
70000;74
70000;75
70000;74
70000;74
70000;75
70000;72
70000;73
70000;80
70000;73
70000;73
70000;72
70000;72
70000;74
70000;70
70000;73
70000;71
70000;70
70000;72
70000;70
70000;71
70000;71
70000;71
70000;70
70000;72
70000;73
70000;71
70000;72
70000;71
70000;72
80000;82
80000;85
80000;86
80000;82
80000;84
80000;81
80000;85
80000;82
80000;83
80000;84
80000;84
80000;85
80000;83
80000;83
80000;88
80000;83
80000;83
80000;85
80000;85
80000;85
80000;84
80000;84
80000;83
80000;84
80000;86
80000;84
80000;82
80000;84
80000;82
80000;85
80000;84
80000;81
80000;86
80000;82
80000;85
80000;86
80000;88
80000;88
80000;84
80000;86
80000;85
80000;83
80000;83
80000;86
80000;83
80000;80
80000;81
80000;81
80000;83
80000;81
80000;82
80000;82
80000;82
80000;81
80000;81
80000;81
80000;83
80000;82
80000;82
80000;81
80000;83
80000;82
80000;80
80000;82
80000;79
80000;81
80000;85
80000;80
80000;79
80000;83
80000;83
80000;82
80000;82
80000;80
80000;80
80000;80
80000;82
80000;82
80000;81
80000;82
80000;81
80000;81
80000;83
80000;81
80000;80
80000;82
80000;78
80000;81
80000;79
80000;81
80000;91
80000;86
80000;87
80000;85
80000;80
80000;81
80000;82
80000;81
80000;82
80000;82
90000;90
90000;92
90000;92
90000;92
90000;89
90000;93
90000;91
90000;92
90000;92
90000;92
90000;91
90000;90
90000;93
90000;93
90000;94
90000;92
90000;90
90000;91
90000;93
90000;93
90000;94
90000;92
90000;90
90000;93
90000;91
90000;91
90000;91
90000;93
90000;92
90000;92
90000;94
90000;93
90000;92
90000;93
90000;94
90000;95
90000;92
90000;91
90000;92
90000;91
90000;92
90000;93
90000;92
90000;94
90000;93
90000;91
90000;94
90000;92
90000;93
90000;92
90000;92
90000;94
90000;91
90000;90
90000;93
90000;91
90000;92
90000;92
90000;92
90000;93
90000;93
90000;91
90000;92
90000;91
90000;94
90000;90
90000;94
90000;92
90000;91
90000;94
90000;96
90000;89
90000;93
90000;91
90000;92
90000;88
90000;90
90000;89
90000;93
90000;89
90000;91
90000;92
90000;91
90000;92
90000;92
90000;91
90000;91
90000;92
90000;95
90000;93
90000;95
90000;97
90000;94
90000;99
90000;120
90000;101
90000;101
90000;98
90000;96
90000;95
100000;111
100000;106
100000;106
100000;107
100000;108
100000;106
100000;104
100000;100
100000;102
100000;104
100000;102
100000;105
100000;99
100000;107
100000;103
100000;103
100000;102
100000;100
100000;103
100000;104
100000;101
100000;103
100000;104
100000;107
100000;105
100000;105
100000;105
100000;109
100000;105
100000;105
100000;106
100000;107
100000;106
100000;106
100000;110
100000;103
100000;104
100000;104
100000;108
100000;105
100000;110
100000;105
100000;104
100000;103
100000;107
100000;101
100000;107
100000;106
100000;108
100000;106
100000;104
100000;101
100000;103
100000;102
100000;102
100000;103
100000;104
100000;102
100000;97
100000;99
100000;103
100000;100
100000;104
100000;104
100000;106
100000;102
100000;106
100000;101
100000;102
100000;104
100000;103
100000;102
100000;99
100000;102
100000;102
100000;104
100000;102
100000;103
100000;114
100000;103
100000;106
100000;102
100000;100
100000;102
100000;100
100000;104
100000;104
100000;100
100000;100
100000;103
100000;99
100000;102
100000;101
100000;105
100000;101
100000;104
100000;100
100000;105
100000;106
100000;99
